CODCLI,REPRESENTACAO
324888,0.00015%
266503,0.00015%
267194,0.00015%
306429,0.00015%
21956,0.00015%
328299,0.00015%
329208,0.00015%
64542,0.00015%
320288,0.00015%
18805,0.00015%
332843,0.00015%
333910,0.00015%
334324,0.00015%
301599,0.00015%
28379,0.00015%
325484,0.00015%
57950,0.00015%
333493,0.00015%
64243,0.00015%
323939,0.00015%
17670,0.00015%
329816,0.00015%
331387,0.00015%
14058,0.00015%
323828,0.00015%
326828,0.00015%
65132,0.00015%
267792,0.00015%
326678,0.00015%
20812,0.00015%
333479,0.00015%
315336,0.00015%
318899,0.00015%
329528,0.00015%
326212,0.00015%
328376,0.00015%
331449,0.00015%
325416,0.00015%
327579,0.00015%
334274,0.00015%
312915,0.00015%
320620,0.00015%
324250,0.00015%
324149,0.00015%
328559,0.00015%
330238,0.00015%
334287,0.00015%
318645,0.00015%
319062,0.00015%
321346,0.00015%
315494,0.00015%
326348,0.00015%
324986,0.00015%
63879,0.00015%
326433,0.00015%
333473,0.00015%
313921,0.00015%
308915,0.00015%
314140,0.00015%
333102,0.00015%
334105,0.00015%
315526,0.00015%
21612,0.00015%
312550,0.00015%
58518,0.00015%
325684,0.00015%
318206,0.00015%
326895,0.00015%
331915,0.00015%
316706,0.00015%
19305,0.00015%
319902,0.00015%
320064,0.00015%
318078,0.00015%
14116,0.00015%
320266,0.00015%
62719,0.00015%
325064,0.00015%
318680,0.00015%
320306,0.00015%
320679,0.00015%
308553,0.00015%
306146,0.00015%
33599,0.00015%
61579,0.00015%
21348,0.00015%
314361,0.00015%
323513,0.00015%
270731,0.00015%
324613,0.00015%
316673,0.00015%
33482,0.00015%
62886,0.00015%
269503,0.00015%
306751,0.00015%
21469,0.00015%
317735,0.00015%
318044,0.00015%
301143,0.00015%
314569,0.00015%
320915,0.00015%
314834,0.00015%
324270,0.00015%
319342,0.00015%
327585,0.00015%
318245,0.00015%
319054,0.00015%
321179,0.00015%
56300,0.00015%
325309,0.00015%
325454,0.00015%
55716,0.00015%
320984,0.00015%
324829,0.00015%
325708,0.00015%
317846,0.00015%
318897,0.00015%
267835,0.00015%
63499,0.00015%
320569,0.00015%
325203,0.00015%
329246,0.00015%
309186,0.00015%
317199,0.00015%
325494,0.00015%
330955,0.00015%
323677,0.00015%
308274,0.00015%
314149,0.00015%
314011,0.00015%
268351,0.00015%
62385,0.00015%
320951,0.00015%
324137,0.00015%
317110,0.00015%
318926,0.00015%
60009,0.00015%
333426,0.00015%
333394,0.00015%
15619,0.00015%
333996,0.00015%
269485,0.00015%
333704,0.00015%
268408,0.00015%
334019,0.00015%
32714,0.00015%
334413,0.00015%
334187,0.00015%
333922,0.00015%
55389,0.00015%
333925,0.00015%
322663,0.00015%
267881,0.00015%
328190,0.00015%
332894,0.00015%
333070,0.00015%
324530,0.00015%
62876,0.00015%
22427,0.00015%
17230,0.00015%
332551,0.00015%
333384,0.00015%
333586,0.00015%
318997,0.00015%
22228,0.00015%
333136,0.00015%
334051,0.00015%
267710,0.00015%
324345,0.00015%
13923,0.00015%
327859,0.00015%
326660,0.00015%
327027,0.00015%
328395,0.00015%
302773,0.00015%
329830,0.00015%
33229,0.00015%
333705,0.00015%
313675,0.00015%
14540,0.00015%
329518,0.00015%
269719,0.00015%
328480,0.00015%
329142,0.00015%
332733,0.00015%
21102,0.00015%
306824,0.00015%
62198,0.00015%
332511,0.00015%
334184,0.00015%
316839,0.00015%
326429,0.00015%
326826,0.00015%
328647,0.00015%
329459,0.00015%
18841,0.00015%
326493,0.00015%
325449,0.00015%
33270,0.00015%
30456,0.00015%
329484,0.00015%
332118,0.00015%
333171,0.00015%
57554,0.00015%
328729,0.00015%
332278,0.00015%
62987,0.00015%
333892,0.00015%
21768,0.00015%
330918,0.00015%
334008,0.00015%
327761,0.00015%
314518,0.00015%
317369,0.00015%
330278,0.00015%
332352,0.00015%
333822,0.00015%
331344,0.00015%
334275,0.00015%
266987,0.00015%
328641,0.00015%
329032,0.00015%
329242,0.00015%
329527,0.00015%
329882,0.00015%
331680,0.00015%
62908,0.00015%
18155,0.00015%
331309,0.00015%
58035,0.00015%
326555,0.00015%
327913,0.00015%
309238,0.00015%
331804,0.00015%
332328,0.00015%
324850,0.00015%
309287,0.00015%
333855,0.00015%
328328,0.00015%
330885,0.00015%
333746,0.00015%
332167,0.00015%
334022,0.00015%
331292,0.00015%
33524,0.00015%
323725,0.00015%
326229,0.00015%
13327,0.00015%
12586,0.00015%
329540,0.00015%
266499,0.00015%
62219,0.00015%
307631,0.00015%
328115,0.00015%
330757,0.00015%
324631,0.00015%
309282,0.00015%
314286,0.00015%
333026,0.00015%
333506,0.00015%
333491,0.00015%
327443,0.00015%
329863,0.00015%
334333,0.00015%
329996,0.00015%
330635,0.00015%
317964,0.00015%
56128,0.00015%
326251,0.00015%
327728,0.00015%
328285,0.00015%
328679,0.00015%
330355,0.00015%
20420,0.00015%
331497,0.00015%
333692,0.00015%
14053,0.00015%
326082,0.00015%
329346,0.00015%
330054,0.00015%
19636,0.00015%
331402,0.00015%
329103,0.00015%
25015,0.00015%
333036,0.00015%
327088,0.00015%
327805,0.00015%
57837,0.00015%
334071,0.00015%
319666,0.00015%
62246,0.00015%
325013,0.00015%
326137,0.00015%
56290,0.00015%
310687,0.00015%
330851,0.00015%
327167,0.00015%
329416,0.00015%
329485,0.00015%
331167,0.00015%
316670,0.00015%
330083,0.00015%
332653,0.00015%
333151,0.00015%
318411,0.00015%
333956,0.00015%
320661,0.00015%
332480,0.00015%
325775,0.00015%
58460,0.00015%
308194,0.00015%
329612,0.00015%
333883,0.00015%
33185,0.00015%
326835,0.00015%
330542,0.00015%
320426,0.00015%
325043,0.00015%
321243,0.00015%
309430,0.00015%
328383,0.00015%
332119,0.00015%
16494,0.00015%
309700,0.00015%
320025,0.00015%
327155,0.00015%
328039,0.00015%
329854,0.00015%
20680,0.00015%
327289,0.00015%
326631,0.00015%
32472,0.00015%
64522,0.00015%
334396,0.00015%
305296,0.00015%
326096,0.00015%
22586,0.00015%
325970,0.00015%
324792,0.00015%
333434,0.00015%
316804,0.00015%
306965,0.00015%
329576,0.00015%
327394,0.00015%
329644,0.00015%
327206,0.00015%
330664,0.00015%
58224,0.00015%
316732,0.00015%
329118,0.00015%
329974,0.00015%
302301,0.00015%
59862,0.00015%
332690,0.00015%
333879,0.00015%
306309,0.00015%
320066,0.00015%
62169,0.00015%
325868,0.00015%
308010,0.00015%
302785,0.00015%
305901,0.00015%
302759,0.00015%
301299,0.00015%
329169,0.00015%
18814,0.00015%
306139,0.00015%
331172,0.00015%
333349,0.00015%
333546,0.00015%
307565,0.00015%
320301,0.00015%
328166,0.00015%
19951,0.00015%
332183,0.00015%
329384,0.00015%
308513,0.00015%
334080,0.00015%
320375,0.00015%
325842,0.00015%
329924,0.00015%
330785,0.00015%
309077,0.00015%
334232,0.00015%
295162,0.00015%
334090,0.00015%
18577,0.00015%
329317,0.00015%
332021,0.00015%
301788,0.00015%
270623,0.00015%
334394,0.00015%
325948,0.00015%
312980,0.00015%
329784,0.00015%
319436,0.00015%
271054,0.00015%
32760,0.00015%
330010,0.00015%
334211,0.00015%
56282,0.00015%
331981,0.00015%
318387,0.00015%
320414,0.00015%
329645,0.00015%
307913,0.00015%
62456,0.00015%
331477,0.00015%
331941,0.00015%
57555,0.00015%
306208,0.00015%
327973,0.00015%
327075,0.00015%
334007,0.00015%
329631,0.00015%
330312,0.00015%
334017,0.00015%
334204,0.00015%
324553,0.00015%
325447,0.00015%
332882,0.00015%
2538,0.00015%
318755,0.00015%
318898,0.00015%
320879,0.00015%
325026,0.00015%
306311,0.00015%
329547,0.00015%
326688,0.00015%
327433,0.00015%
319395,0.00015%
320828,0.00015%
21798,0.00015%
13698,0.00015%
307320,0.00015%
333699,0.00015%
313470,0.00015%
326109,0.00015%
329692,0.00015%
330697,0.00015%
330749,0.00015%
314192,0.00015%
56296,0.00015%
301957,0.00015%
63583,0.00015%
301216,0.00015%
309819,0.00015%
319830,0.00015%
305331,0.00015%
330562,0.00015%
267466,0.00015%
270132,0.00015%
325741,0.00015%
16414,0.00015%
305750,0.00015%
305891,0.00015%
325637,0.00015%
329407,0.00015%
26107,0.00015%
327924,0.00015%
317004,0.00015%
20568,0.00015%
325913,0.00015%
328919,0.00015%
329501,0.00015%
330344,0.00015%
319418,0.00015%
330070,0.00015%
301875,0.00015%
331863,0.00015%
333468,0.00015%
333841,0.00015%
334085,0.00015%
268044,0.00015%
331771,0.00015%
332484,0.00015%
318721,0.00015%
319480,0.00015%
320034,0.00015%
18592,0.00015%
326606,0.00015%
327222,0.00015%
57937,0.00015%
332283,0.00015%
302591,0.00015%
56002,0.00015%
301238,0.00015%
330223,0.00015%
333202,0.00015%
333608,0.00015%
329661,0.00015%
302619,0.00015%
324241,0.00015%
323647,0.00015%
321246,0.00015%
330909,0.00015%
320948,0.00015%
19644,0.00015%
334047,0.00015%
319625,0.00015%
326646,0.00015%
320632,0.00015%
328239,0.00015%
56088,0.00015%
312441,0.00015%
11529,0.00015%
303310,0.00015%
310371,0.00015%
19055,0.00015%
63039,0.00015%
301798,0.00015%
323602,0.00015%
326456,0.00015%
57357,0.00015%
329417,0.00015%
58164,0.00015%
20619,0.00015%
268418,0.00015%
320354,0.00015%
313123,0.00015%
319761,0.00015%
320298,0.00015%
271014,0.00015%
326984,0.00015%
328159,0.00015%
329068,0.00015%
330371,0.00015%
326983,0.00015%
56003,0.00015%
330879,0.00015%
332626,0.00015%
329520,0.00015%
270998,0.00015%
59952,0.00015%
28434,0.00015%
332705,0.00015%
312543,0.00015%
328589,0.00015%
331120,0.00015%
327695,0.00015%
329183,0.00015%
318545,0.00015%
320547,0.00015%
305473,0.00015%
333161,0.00015%
307969,0.00015%
269959,0.00015%
320097,0.00015%
328865,0.00015%
329471,0.00015%
331056,0.00015%
332062,0.00015%
307313,0.00015%
319672,0.00015%
319970,0.00015%
321215,0.00015%
325796,0.00015%
327525,0.00015%
328633,0.00015%
328527,0.00015%
328971,0.00015%
333019,0.00015%
333909,0.00015%
331394,0.00015%
14118,0.00015%
319632,0.00015%
324381,0.00015%
12708,0.00015%
330456,0.00015%
332646,0.00015%
332639,0.00015%
333629,0.00015%
320174,0.00015%
315463,0.00015%
328038,0.00015%
328258,0.00015%
326463,0.00015%
334321,0.00015%
320332,0.00015%
328181,0.00015%
327829,0.00015%
318093,0.00015%
314836,0.00015%
315376,0.00015%
267500,0.00015%
329461,0.00015%
325083,0.00015%
64781,0.00015%
62620,0.00015%
308514,0.00015%
312941,0.00015%
329879,0.00015%
331767,0.00015%
309506,0.00015%
320313,0.00015%
329310,0.00015%
319331,0.00015%
316658,0.00015%
314044,0.00015%
58005,0.00015%
302060,0.00015%
64616,0.00015%
332970,0.00015%
318022,0.00015%
270258,0.00015%
321133,0.00015%
334198,0.00015%
57359,0.00015%
314132,0.00015%
334315,0.00015%
327049,0.00015%
331502,0.00015%
324779,0.00015%
307944,0.00015%
24809,0.00015%
302391,0.00015%
62534,0.00015%
317831,0.00015%
319214,0.00015%
327056,0.00015%
328925,0.00015%
333030,0.00015%
333285,0.00015%
327691,0.00015%
21507,0.00015%
319828,0.00015%
19163,0.00015%
270387,0.00015%
308302,0.00015%
330808,0.00015%
17172,0.00015%
58389,0.00015%
271061,0.00015%
61829,0.00015%
57670,0.00015%
301532,0.00015%
330845,0.00015%
320722,0.00015%
325263,0.00015%
327979,0.00015%
330283,0.00015%
331678,0.00015%
21446,0.00015%
317013,0.00015%
319769,0.00015%
306325,0.00015%
330774,0.00015%
333376,0.00015%
334329,0.00015%
319318,0.00015%
309105,0.00015%
324088,0.00015%
330883,0.00015%
25130,0.00015%
331456,0.00015%
332407,0.00015%
26169,0.00015%
314816,0.00015%
331571,0.00015%
312562,0.00015%
329523,0.00015%
270947,0.00015%
314735,0.00015%
320785,0.00015%
25637,0.00015%
327174,0.00015%
306180,0.00015%
325905,0.00015%
55918,0.00015%
328418,0.00015%
312587,0.00015%
315175,0.00015%
330713,0.00015%
266642,0.00015%
306980,0.00015%
312310,0.00015%
325313,0.00015%
303373,0.00015%
326530,0.00015%
327491,0.00015%
330669,0.00015%
331994,0.00015%
332797,0.00015%
332681,0.00015%
333831,0.00015%
64074,0.00015%
307642,0.00015%
334084,0.00015%
271283,0.00015%
329135,0.00015%
330983,0.00015%
331864,0.00015%
333753,0.00015%
320271,0.00015%
17661,0.00015%
308164,0.00015%
317595,0.00015%
270409,0.00015%
20644,0.00015%
328191,0.00015%
327386,0.00015%
328936,0.00015%
334202,0.00015%
328260,0.00015%
266560,0.00015%
295200,0.00015%
332030,0.00015%
333811,0.00015%
301267,0.00015%
21040,0.00015%
324545,0.00015%
25490,0.00015%
12465,0.00015%
268185,0.00015%
319490,0.00015%
319710,0.00015%
321120,0.00015%
32621,0.00015%
324856,0.00015%
325375,0.00015%
325555,0.00015%
61931,0.00015%
327232,0.00015%
327738,0.00015%
327837,0.00015%
330999,0.00015%
20965,0.00015%
332701,0.00015%
63090,0.00015%
332921,0.00015%
55986,0.00015%
2304,0.00015%
333741,0.00015%
16147,0.00015%
334299,0.00015%
334251,0.00015%
63761,0.00015%
11826,0.00015%
271590,0.00015%
327331,0.00015%
325512,0.00015%
314001,0.00015%
330880,0.00015%
332017,0.00015%
334183,0.00015%
16133,0.00015%
309203,0.00015%
19254,0.00015%
315231,0.00015%
312179,0.00015%
295175,0.00015%
334378,0.00015%
323624,0.00015%
313191,0.00015%
314797,0.00015%
14074,0.00015%
327717,0.00015%
330744,0.00015%
331322,0.00015%
321844,0.00015%
58245,0.00015%
327561,0.00015%
327348,0.00015%
323552,0.00015%
24967,0.00015%
334136,0.00015%
330322,0.00015%
270647,0.00015%
312264,0.00015%
62752,0.00015%
313276,0.00015%
316478,0.00015%
20463,0.00015%
267526,0.00015%
313790,0.00015%
319599,0.00015%
323995,0.00015%
326347,0.00015%
324144,0.00015%
333497,0.00015%
320579,0.00015%
319080,0.00015%
318612,0.00015%
310585,0.00015%
321193,0.00015%
323956,0.00015%
323554,0.00015%
323917,0.00015%
324738,0.00015%
331062,0.00015%
21405,0.00015%
333887,0.00015%
13465,0.00015%
28723,0.00015%
30422,0.00015%
318869,0.00015%
319409,0.00015%
332067,0.00015%
61640,0.00015%
268059,0.00015%
332533,0.00015%
268144,0.00015%
331007,0.00015%
26191,0.00015%
314841,0.00015%
319961,0.00015%
65075,0.00015%
327754,0.00015%
12168,0.00015%
301331,0.00015%
332300,0.00015%
318537,0.00015%
305742,0.00015%
308120,0.00015%
13252,0.00015%
306641,0.00015%
317975,0.00015%
315961,0.00015%
317834,0.00015%
269456,0.00015%
327784,0.00015%
325852,0.00015%
333742,0.00015%
317947,0.00015%
320432,0.00015%
326943,0.00015%
64799,0.00015%
329747,0.00015%
331225,0.00015%
57923,0.00015%
331955,0.00015%
332686,0.00015%
314188,0.00015%
311882,0.00015%
14049,0.00015%
330938,0.00015%
312028,0.00015%
328263,0.00015%
328426,0.00015%
325805,0.00015%
58055,0.00015%
333439,0.00015%
326692,0.00015%
326593,0.00015%
326685,0.00015%
324706,0.00015%
18223,0.00015%
327098,0.00015%
324115,0.00015%
309505,0.00015%
332668,0.00015%
326101,0.00015%
13993,0.00015%
324462,0.00015%
325661,0.00015%
331870,0.00015%
332134,0.00015%
333601,0.00015%
334094,0.00015%
268474,0.00015%
32903,0.00015%
331984,0.00015%
317783,0.00015%
320563,0.00015%
267846,0.00015%
16315,0.00015%
334364,0.00015%
319722,0.00015%
333424,0.00015%
328843,0.00015%
17905,0.00015%
332971,0.00015%
19558,0.00015%
270548,0.00015%
323731,0.00015%
327881,0.00015%
333800,0.00015%
302529,0.00015%
327462,0.00015%
330934,0.00015%
331105,0.00015%
59791,0.00015%
13217,0.00015%
312767,0.00015%
64869,0.00015%
307776,0.00015%
320308,0.00015%
326351,0.00015%
25910,0.00015%
32593,0.00015%
14379,0.00015%
325174,0.00015%
314653,0.00015%
295142,0.00015%
331590,0.00015%
15980,0.00015%
333575,0.00015%
317015,0.00015%
325897,0.00015%
327261,0.00015%
327802,0.00015%
318221,0.00015%
318464,0.00015%
319997,0.00015%
320416,0.00015%
325000,0.00015%
266442,0.00015%
326044,0.00015%
14095,0.00015%
328329,0.00015%
329224,0.00015%
329573,0.00015%
332510,0.00015%
333337,0.00015%
334331,0.00015%
327887,0.00015%
331140,0.00015%
22381,0.00015%
326497,0.00015%
328974,0.00015%
267628,0.00015%
329711,0.00015%
332413,0.00015%
334058,0.00015%
269614,0.00015%
332089,0.00015%
319183,0.00015%
301231,0.00015%
24907,0.00015%
319351,0.00015%
330856,0.00015%
332803,0.00015%
322089,0.00015%
332887,0.00015%
331813,0.00015%
318928,0.00015%
320665,0.00015%
19037,0.00015%
329152,0.00015%
330343,0.00015%
58525,0.00015%
332840,0.00015%
334325,0.00015%
303222,0.00015%
332302,0.00015%
319231,0.00015%
309533,0.00015%
328841,0.00015%
313262,0.00015%
330266,0.00015%
317892,0.00015%
318624,0.00015%
319181,0.00015%
319932,0.00015%
33611,0.00015%
325468,0.00015%
309950,0.00015%
328939,0.00015%
317364,0.00015%
329850,0.00015%
19964,0.00015%
270812,0.00015%
332096,0.00015%
333977,0.00015%
33782,0.00015%
319382,0.00015%
324097,0.00015%
327223,0.00015%
328472,0.00015%
330531,0.00015%
331257,0.00015%
309778,0.00015%
333431,0.00015%
333607,0.00015%
324596,0.00015%
313444,0.00015%
327535,0.00015%
332104,0.00015%
324013,0.00015%
326146,0.00015%
326117,0.00015%
61648,0.00015%
323533,0.00015%
267879,0.00015%
317765,0.00015%
323238,0.00015%
330268,0.00015%
333177,0.00015%
310044,0.00015%
310173,0.00015%
319373,0.00015%
330105,0.00015%
334239,0.00015%
326250,0.00015%
325845,0.00015%
326193,0.00015%
331834,0.00015%
58474,0.00015%
309497,0.00015%
333373,0.00015%
17804,0.00015%
16362,0.00015%
33800,0.00015%
305737,0.00015%
313244,0.00015%
309537,0.00015%
324679,0.00015%
313176,0.00015%
326814,0.00015%
328836,0.00015%
308419,0.00015%
334289,0.00015%
313601,0.00015%
268125,0.00015%
333298,0.00015%
333544,0.00015%
327116,0.00015%
314197,0.00015%
330508,0.00015%
333697,0.00015%
301834,0.00015%
62598,0.00015%
320476,0.00015%
328423,0.00015%
329311,0.00015%
329331,0.00015%
309112,0.00015%
330844,0.00015%
333582,0.00015%
319640,0.00015%
320081,0.00015%
331545,0.00015%
331747,0.00015%
308995,0.00015%
306742,0.00015%
58223,0.00015%
57756,0.00015%
323944,0.00015%
33864,0.00015%
62999,0.00015%
326932,0.00015%
15776,0.00015%
332441,0.00015%
333795,0.00015%
323558,0.00015%
326574,0.00015%
327688,0.00015%
327269,0.00015%
327404,0.00015%
57826,0.00015%
309909,0.00015%
333049,0.00015%
15758,0.00015%
325191,0.00015%
331498,0.00015%
331597,0.00015%
325917,0.00015%
334169,0.00015%
330134,0.00015%
307443,0.00015%
332460,0.00015%
334122,0.00015%
328868,0.00015%
332339,0.00015%
320842,0.00015%
213,0.00015%
333749,0.00015%
334291,0.00015%
319321,0.00015%
327082,0.00015%
331174,0.00015%
334139,0.00015%
267563,0.00015%
323996,0.00015%
309808,0.00015%
318664,0.00015%
323798,0.00015%
21848,0.00015%
268088,0.00015%
326807,0.00015%
58335,0.00015%
323330,0.00015%
333525,0.00015%
324099,0.00015%
28488,0.00015%
327681,0.00015%
332295,0.00015%
333740,0.00015%
323817,0.00015%
28745,0.00015%
328880,0.00015%
331609,0.00015%
320928,0.00015%
306674,0.00015%
319444,0.00015%
333572,0.00015%
324360,0.00015%
325588,0.00015%
332060,0.00015%
333378,0.00015%
332123,0.00015%
332421,0.00015%
332324,0.00015%
332675,0.00015%
333111,0.00015%
325483,0.00015%
324988,0.00015%
327175,0.00015%
21263,0.00015%
24489,0.00015%
331752,0.00015%
57448,0.00015%
319563,0.00015%
316892,0.00015%
319724,0.00015%
21561,0.00015%
328456,0.00015%
331022,0.00015%
333144,0.00015%
333492,0.00015%
333261,0.00015%
310765,0.00015%
324348,0.00015%
331088,0.00015%
328173,0.00015%
61872,0.00015%
323638,0.00015%
324236,0.00015%
325344,0.00015%
330927,0.00015%
324489,0.00015%
331675,0.00015%
333494,0.00015%
320613,0.00015%
328491,0.00015%
319966,0.00015%
317645,0.00015%
301976,0.00015%
315126,0.00015%
328444,0.00015%
330776,0.00015%
333957,0.00015%
330530,0.00015%
13621,0.00015%
330002,0.00015%
331361,0.00015%
324768,0.00015%
319325,0.00015%
324000,0.00015%
325280,0.00015%
333061,0.00015%
318590,0.00015%
26037,0.00015%
325033,0.00015%
314810,0.00015%
313120,0.00015%
331789,0.00015%
332151,0.00015%
267421,0.00015%
332908,0.00015%
62902,0.00015%
270956,0.00015%
301995,0.00015%
302253,0.00015%
331630,0.00015%
56176,0.00015%
64254,0.00015%
324937,0.00015%
333172,0.00015%
330683,0.00015%
309678,0.00015%
325055,0.00015%
326435,0.00015%
326927,0.00015%
327316,0.00015%
329257,0.00015%
33053,0.00015%
21147,0.00015%
332425,0.00015%
21748,0.00015%
305235,0.00015%
62562,0.00015%
62809,0.00015%
334048,0.00015%
19583,0.00015%
330622,0.00015%
325035,0.00015%
326028,0.00015%
328417,0.00015%
329618,0.00015%
332973,0.00015%
333148,0.00015%
322972,0.00015%
334424,0.00015%
318429,0.00015%
58075,0.00015%
326058,0.00015%
334104,0.00015%
269586,0.00015%
309872,0.00015%
308583,0.00015%
326200,0.00015%
15712,0.00015%
318872,0.00015%
319649,0.00015%
327407,0.00015%
25455,0.00015%
33230,0.00015%
315264,0.00015%
302854,0.00015%
330886,0.00015%
331369,0.00015%
330006,0.00015%
326758,0.00015%
306606,0.00015%
318504,0.00015%
324003,0.00015%
16634,0.00015%
310753,0.00015%
57429,0.00015%
308223,0.00015%
332346,0.00015%
322890,0.00015%
3750,0.00015%
329200,0.00015%
330074,0.00015%
330625,0.00015%
331989,0.00015%
312081,0.00015%
326676,0.00015%
329388,0.00015%
331615,0.00015%
305403,0.00015%
330308,0.00015%
332785,0.00015%
321058,0.00015%
326022,0.00015%
301978,0.00015%
328648,0.00015%
28512,0.00015%
333845,0.00015%
317896,0.00015%
270471,0.00015%
331629,0.00015%
332408,0.00015%
332916,0.00015%
318038,0.00015%
317339,0.00015%
326715,0.00015%
16207,0.00015%
301152,0.00015%
315340,0.00015%
13662,0.00015%
334077,0.00015%
318966,0.00015%
325621,0.00015%
325869,0.00015%
326548,0.00015%
330751,0.00015%
330747,0.00015%
333305,0.00015%
22815,0.00015%
314584,0.00015%
325406,0.00015%
330612,0.00015%
331324,0.00015%
310524,0.00015%
319317,0.00015%
324525,0.00015%
326195,0.00015%
326857,0.00015%
307191,0.00015%
331188,0.00015%
332313,0.00015%
333580,0.00015%
2447,0.00015%
28578,0.00015%
306236,0.00015%
325618,0.00015%
326532,0.00015%
333117,0.00015%
333634,0.00015%
18681,0.00015%
63439,0.00015%
314155,0.00015%
326011,0.00015%
319207,0.00015%
328943,0.00015%
309306,0.00015%
302183,0.00015%
320326,0.00015%
18857,0.00015%
325487,0.00015%
320170,0.00015%
329630,0.00015%
271095,0.00015%
268492,0.00015%
326188,0.00015%
57484,0.00015%
