CODCLI,REPRESENTACAO
62287,0.00108%
329729,0.00108%
316475,0.00108%
330050,0.00108%
303296,0.00108%
313352,0.00108%
331766,0.00108%
64406,0.00108%
61592,0.00108%
334063,0.00108%
320863,0.00108%
332019,0.00108%
62603,0.00108%
32501,0.00108%
318416,0.00108%
319633,0.00108%
332271,0.00108%
61725,0.00108%
267030,0.00108%
318799,0.00108%
324867,0.00108%
330803,0.00108%
312232,0.00108%
328638,0.00108%
329566,0.00108%
326160,0.00108%
316633,0.00108%
58470,0.00108%
319086,0.00108%
14245,0.00108%
329111,0.00108%
24627,0.00108%
325673,0.00108%
55674,0.00108%
328114,0.00108%
268403,0.00108%
330247,0.00108%
314811,0.00108%
328653,0.00108%
309540,0.00108%
318372,0.00108%
58423,0.00108%
327569,0.00108%
302861,0.00108%
57931,0.00108%
306399,0.00108%
55958,0.00108%
317968,0.00108%
63967,0.00108%
330497,0.00108%
325443,0.00108%
332516,0.00108%
30467,0.00108%
312283,0.00108%
314975,0.00108%
324319,0.00108%
331154,0.00108%
310156,0.00108%
271192,0.00108%
64134,0.00108%
270930,0.00108%
321147,0.00108%
320628,0.00108%
332105,0.00108%
314491,0.00108%
330388,0.00108%
310151,0.00108%
324777,0.00108%
327795,0.00108%
270616,0.00108%
328400,0.00108%
58011,0.00108%
330116,0.00108%
329603,0.00108%
32397,0.00108%
308308,0.00108%
326152,0.00108%
312729,0.00108%
327502,0.00108%
333545,0.00108%
313889,0.00108%
12895,0.00108%
333447,0.00108%
317681,0.00108%
55821,0.00108%
326105,0.00108%
319077,0.00108%
59375,0.00108%
329157,0.00108%
308624,0.00108%
314989,0.00108%
21453,0.00108%
33389,0.00108%
64369,0.00108%
320847,0.00108%
316853,0.00108%
318976,0.00108%
269870,0.00108%
326352,0.00108%
328447,0.00108%
63915,0.00108%
318194,0.00108%
324427,0.00108%
326616,0.00108%
317827,0.00108%
321138,0.00108%
327073,0.00108%
313087,0.00108%
330015,0.00108%
318796,0.00108%
61777,0.00108%
330642,0.00108%
319759,0.00108%
329674,0.00108%
308321,0.00108%
303264,0.00108%
17989,0.00108%
302039,0.00108%
330205,0.00108%
330148,0.00108%
329672,0.00108%
319711,0.00108%
57996,0.00108%
319907,0.00108%
319584,0.00108%
19484,0.00108%
310640,0.00108%
327387,0.00108%
13045,0.00108%
18280,0.00108%
269393,0.00108%
65126,0.00108%
24513,0.00108%
315026,0.00108%
330359,0.00108%
331484,0.00108%
330289,0.00108%
332063,0.00108%
329880,0.00108%
325170,0.00108%
318705,0.00093%
325082,0.00093%
59741,0.00093%
321146,0.00093%
63909,0.00093%
310301,0.00093%
13645,0.00093%
314497,0.00093%
271187,0.00093%
316921,0.00093%
321318,0.00093%
58563,0.00093%
26299,0.00093%
326203,0.00093%
267541,0.00093%
308179,0.00093%
61929,0.00093%
312095,0.00093%
327021,0.00093%
325168,0.00093%
62572,0.00093%
333437,0.00093%
63307,0.00093%
14013,0.00093%
269794,0.00093%
325820,0.00093%
307586,0.00093%
325665,0.00093%
312585,0.00093%
59448,0.00093%
309221,0.00093%
57418,0.00093%
319021,0.00093%
332449,0.00093%
333825,0.00093%
334173,0.00093%
323923,0.00093%
57402,0.00093%
33575,0.00093%
306778,0.00093%
323982,0.00093%
330780,0.00093%
305389,0.00093%
331674,0.00093%
330809,0.00093%
330117,0.00093%
14415,0.00093%
302425,0.00093%
18019,0.00093%
308797,0.00093%
61370,0.00093%
333708,0.00093%
325586,0.00093%
327138,0.00093%
301857,0.00093%
18719,0.00093%
324639,0.00093%
314603,0.00093%
25630,0.00093%
328718,0.00093%
327037,0.00093%
324733,0.00093%
18488,0.00093%
310529,0.00093%
17794,0.00093%
333713,0.00093%
323160,0.00093%
16752,0.00093%
271154,0.00093%
325451,0.00093%
17029,0.00093%
269677,0.00093%
3379,0.00093%
325341,0.00093%
324640,0.00093%
329422,0.00093%
331149,0.00093%
271165,0.00093%
20018,0.00093%
329487,0.00093%
63273,0.00093%
329777,0.00093%
62319,0.00093%
305453,0.00093%
326981,0.00093%
331408,0.00093%
64766,0.00093%
63950,0.00093%
63719,0.00093%
319472,0.00093%
301226,0.00093%
330280,0.00093%
330908,0.00093%
305426,0.00093%
328131,0.00093%
58435,0.00093%
32748,0.00093%
318633,0.00093%
307786,0.00093%
327470,0.00093%
306413,0.00093%
333244,0.00093%
57977,0.00093%
61721,0.00093%
328737,0.00093%
314942,0.00093%
55457,0.00093%
14139,0.00093%
332405,0.00093%
33594,0.00093%
327656,0.00093%
313390,0.00093%
14511,0.00093%
116,0.00093%
318009,0.00093%
325382,0.00093%
327512,0.00093%
313521,0.00093%
320846,0.00093%
20690,0.00093%
57774,0.00093%
305368,0.00093%
324257,0.00093%
19656,0.00093%
20064,0.00093%
315416,0.00093%
328466,0.00093%
57427,0.00093%
309131,0.00093%
333207,0.00093%
310684,0.00093%
18893,0.00093%
62178,0.00093%
19686,0.00093%
266432,0.00093%
312965,0.00093%
320433,0.00093%
318355,0.00093%
7177,0.00093%
267431,0.00093%
14504,0.00093%
326935,0.00093%
324748,0.00093%
328874,0.00093%
16512,0.00093%
30484,0.00093%
266382,0.00093%
305317,0.00093%
319937,0.00093%
310777,0.00093%
331303,0.00093%
20501,0.00093%
17485,0.00093%
320960,0.00093%
16847,0.00093%
56117,0.00093%
301179,0.00093%
267205,0.00093%
324209,0.00093%
28669,0.00093%
64322,0.00093%
33603,0.00093%
271485,0.00093%
308855,0.00093%
267206,0.00093%
326978,0.00093%
33363,0.00093%
318407,0.00093%
14552,0.00093%
320415,0.00093%
309155,0.00093%
64711,0.00093%
313258,0.00093%
310318,0.00093%
327242,0.00093%
331950,0.00093%
319930,0.00093%
33099,0.00093%
324775,0.00093%
25744,0.00093%
295174,0.00093%
330342,0.00093%
317998,0.00093%
55538,0.00093%
309232,0.00093%
319335,0.00093%
59538,0.00093%
324632,0.00093%
59598,0.00093%
324609,0.00093%
307300,0.00093%
330971,0.00093%
312246,0.00093%
18048,0.00093%
63800,0.00093%
320798,0.00093%
324673,0.00093%
334172,0.00093%
309986,0.00093%
320166,0.00093%
327589,0.00093%
332345,0.00093%
15952,0.00093%
301902,0.00093%
25168,0.00093%
315486,0.00093%
266401,0.00093%
19099,0.00093%
56246,0.00093%
318644,0.00093%
326218,0.00093%
328598,0.00093%
330338,0.00093%
332534,0.00093%
64342,0.00093%
22410,0.00093%
301589,0.00093%
331054,0.00093%
64585,0.00093%
61921,0.00093%
328697,0.00093%
327814,0.00093%
267148,0.00093%
16395,0.00093%
326624,0.00093%
332588,0.00093%
319155,0.00093%
305531,0.00093%
305375,0.00093%
329513,0.00093%
270325,0.00093%
20607,0.00093%
308437,0.00093%
310536,0.00093%
321044,0.00093%
324187,0.00093%
324416,0.00093%
325698,0.00093%
305479,0.00093%
271438,0.00093%
317151,0.00093%
330031,0.00093%
333945,0.00093%
330378,0.00093%
326666,0.00093%
24601,0.00093%
332139,0.00093%
308426,0.00093%
316394,0.00093%
24921,0.00093%
301528,0.00093%
302536,0.00093%
305324,0.00093%
308821,0.00093%
320710,0.00093%
301961,0.00093%
267793,0.00093%
271617,0.00093%
325457,0.00093%
324373,0.00093%
301789,0.00093%
323890,0.00093%
56234,0.00093%
310518,0.00093%
333053,0.00093%
319674,0.00093%
319310,0.00093%
330138,0.00093%
22668,0.00093%
313944,0.00093%
318139,0.00093%
315124,0.00093%
13705,0.00093%
332795,0.00093%
327748,0.00093%
325101,0.00093%
332452,0.00093%
15520,0.00093%
310550,0.00093%
55568,0.00093%
62758,0.00093%
21849,0.00093%
313190,0.00093%
331417,0.00093%
266659,0.00093%
314651,0.00093%
333646,0.00093%
270908,0.00093%
316419,0.00093%
332991,0.00093%
59582,0.00093%
266566,0.00093%
326234,0.00093%
301210,0.00093%
331606,0.00093%
266478,0.00093%
57891,0.00093%
327201,0.00093%
63198,0.00093%
21152,0.00093%
21658,0.00093%
333563,0.00093%
318749,0.00093%
271531,0.00093%
266898,0.00093%
302139,0.00093%
321205,0.00093%
324539,0.00093%
319286,0.00093%
327809,0.00093%
310453,0.00093%
316723,0.00093%
25814,0.00093%
316392,0.00093%
33595,0.00093%
319733,0.00093%
269406,0.00093%
308394,0.00093%
18661,0.00093%
14227,0.00093%
328488,0.00093%
328996,0.00093%
308835,0.00093%
327898,0.00093%
329682,0.00093%
323815,0.00093%
308438,0.00093%
330728,0.00093%
319909,0.00093%
309468,0.00093%
319112,0.00093%
18106,0.00093%
323848,0.00093%
319705,0.00093%
266384,0.00093%
266760,0.00093%
308115,0.00093%
323588,0.00093%
331874,0.00093%
330222,0.00093%
318072,0.00093%
319354,0.00093%
318609,0.00093%
325238,0.00093%
329839,0.00093%
20798,0.00093%
313855,0.00093%
334005,0.00093%
308656,0.00093%
325522,0.00093%
326428,0.00093%
18082,0.00093%
326451,0.00093%
17692,0.00093%
318421,0.00093%
329405,0.00093%
333896,0.00093%
332772,0.00093%
333257,0.00093%
25052,0.00093%
63248,0.00093%
332264,0.00093%
22163,0.00093%
324390,0.00093%
330805,0.00093%
16334,0.00093%
268200,0.00093%
326569,0.00093%
328956,0.00093%
330110,0.00093%
330503,0.00093%
20326,0.00093%
57839,0.00093%
11573,0.00093%
328752,0.00093%
326499,0.00093%
332942,0.00093%
12833,0.00093%
313129,0.00093%
58318,0.00093%
295261,0.00093%
323880,0.00093%
310257,0.00093%
310379,0.00093%
309487,0.00093%
25441,0.00093%
61957,0.00093%
301718,0.00093%
64813,0.00093%
330392,0.00093%
330198,0.00093%
330687,0.00093%
329933,0.00093%
325523,0.00093%
25878,0.00093%
306978,0.00093%
327822,0.00093%
332924,0.00093%
317951,0.00093%
325815,0.00093%
307621,0.00093%
321004,0.00093%
327670,0.00093%
64038,0.00093%
62496,0.00093%
327949,0.00093%
330973,0.00093%
58228,0.00093%
327545,0.00093%
330177,0.00093%
267410,0.00093%
333946,0.00093%
57631,0.00093%
324408,0.00093%
314498,0.00093%
63034,0.00093%
321063,0.00093%
306196,0.00093%
312818,0.00093%
247,0.00093%
324906,0.00093%
328670,0.00093%
15675,0.00093%
333866,0.00093%
62857,0.00093%
62131,0.00093%
328157,0.00093%
329915,0.00093%
24973,0.00093%
313419,0.00093%
332375,0.00093%
330738,0.00093%
271306,0.00093%
310793,0.00093%
32455,0.00093%
30523,0.00093%
314931,0.00093%
319226,0.00093%
21019,0.00093%
268251,0.00093%
328690,0.00093%
301972,0.00093%
63960,0.00093%
326521,0.00093%
326275,0.00093%
269969,0.00093%
318593,0.00093%
61918,0.00093%
324808,0.00093%
320167,0.00093%
57739,0.00093%
329509,0.00093%
323962,0.00093%
308245,0.00093%
63708,0.00093%
64217,0.00093%
21421,0.00093%
326029,0.00093%
319234,0.00093%
327388,0.00093%
24755,0.00093%
16005,0.00093%
330593,0.00093%
313488,0.00093%
315452,0.00093%
267618,0.00093%
64100,0.00093%
270160,0.00093%
331036,0.00093%
317937,0.00093%
326834,0.00093%
328094,0.00093%
310,0.00093%
327338,0.00093%
302851,0.00093%
333165,0.00093%
63282,0.00093%
314431,0.00093%
28397,0.00093%
326769,0.00093%
310398,0.00093%
325303,0.00093%
333628,0.00093%
63320,0.00093%
59745,0.00093%
325283,0.00093%
318924,0.00093%
330700,0.00093%
312056,0.00093%
316002,0.00093%
33083,0.00093%
320491,0.00093%
324060,0.00093%
327476,0.00093%
332445,0.00093%
327828,0.00093%
321065,0.00093%
57482,0.00093%
324147,0.00093%
301134,0.00093%
324600,0.00093%
302261,0.00093%
310142,0.00093%
62282,0.00093%
18270,0.00093%
329270,0.00093%
61764,0.00093%
318761,0.00093%
330518,0.00093%
333334,0.00093%
310343,0.00093%
319590,0.00093%
310650,0.00093%
64593,0.00093%
18090,0.00093%
315887,0.00093%
317350,0.00093%
326909,0.00093%
327713,0.00093%
318730,0.00093%
317043,0.00093%
320608,0.00093%
328855,0.00093%
327786,0.00093%
58547,0.00093%
329188,0.00093%
317864,0.00093%
301884,0.00093%
269825,0.00093%
318529,0.00093%
21088,0.00093%
271440,0.00093%
323873,0.00093%
301374,0.00093%
2376,0.00093%
270443,0.00093%
315331,0.00093%
313006,0.00093%
329751,0.00093%
17255,0.00093%
319002,0.00093%
319536,0.00093%
301588,0.00093%
57600,0.00093%
21577,0.00093%
320078,0.00093%
65136,0.00093%
328576,0.00093%
16444,0.00093%
319478,0.00093%
329379,0.00093%
314200,0.00093%
316872,0.00093%
313582,0.00093%
333324,0.00093%
333774,0.00093%
332890,0.00093%
16101,0.00093%
313836,0.00093%
331625,0.00093%
329869,0.00093%
16023,0.00093%
63426,0.00093%
331600,0.00093%
331846,0.00093%
331938,0.00093%
326049,0.00093%
56017,0.00093%
20126,0.00093%
320744,0.00093%
330448,0.00093%
328232,0.00093%
331559,0.00093%
331547,0.00093%
306894,0.00093%
332204,0.00093%
21518,0.00093%
329002,0.00093%
268041,0.00093%
301768,0.00093%
320410,0.00093%
309577,0.00093%
324397,0.00093%
313019,0.00093%
62341,0.00093%
459,0.00093%
318440,0.00093%
307448,0.00093%
268079,0.00093%
319258,0.00093%
319848,0.00093%
320123,0.00093%
269525,0.00093%
320993,0.00093%
326796,0.00093%
328750,0.00093%
62919,0.00093%
318605,0.00093%
65267,0.00093%
316950,0.00093%
17084,0.00093%
319389,0.00093%
319823,0.00093%
24945,0.00093%
303285,0.00093%
21647,0.00093%
32449,0.00093%
325357,0.00093%
324368,0.00093%
326515,0.00093%
62533,0.00093%
327971,0.00093%
329288,0.00093%
326093,0.00093%
302402,0.00093%
268171,0.00093%
318427,0.00093%
329532,0.00093%
330565,0.00093%
312356,0.00093%
306490,0.00093%
324286,0.00093%
21006,0.00093%
333325,0.00093%
316567,0.00093%
2647,0.00093%
326723,0.00093%
328774,0.00093%
22164,0.00093%
21607,0.00093%
330126,0.00093%
307721,0.00093%
315438,0.00093%
321163,0.00093%
318178,0.00093%
324354,0.00093%
307763,0.00093%
14550,0.00093%
333332,0.00093%
18702,0.00093%
333940,0.00093%
334228,0.00093%
16866,0.00093%
324371,0.00093%
324342,0.00093%
319025,0.00093%
324646,0.00093%
327635,0.00093%
315328,0.00093%
321303,0.00093%
15886,0.00093%
334338,0.00093%
323907,0.00093%
321074,0.00093%
25825,0.00093%
334032,0.00093%
16714,0.00093%
325989,0.00093%
21394,0.00093%
270243,0.00093%
314452,0.00093%
24693,0.00093%
19400,0.00093%
332687,0.00093%
321320,0.00093%
328980,0.00093%
324142,0.00093%
325132,0.00093%
318844,0.00093%
320566,0.00093%
308249,0.00093%
320517,0.00093%
327995,0.00093%
320482,0.00093%
332770,0.00093%
25207,0.00093%
320139,0.00093%
313640,0.00093%
309746,0.00093%
314562,0.00093%
316427,0.00093%
330499,0.00093%
328095,0.00093%
317413,0.00093%
323683,0.00093%
308687,0.00093%
17716,0.00093%
327581,0.00093%
327836,0.00093%
319879,0.00093%
330998,0.00093%
331995,0.00093%
33198,0.00093%
309932,0.00093%
19985,0.00093%
333331,0.00093%
319408,0.00093%
16046,0.00093%
62229,0.00093%
323841,0.00093%
332044,0.00093%
321102,0.00093%
268496,0.00093%
62827,0.00093%
25746,0.00093%
331858,0.00093%
59370,0.00093%
326772,0.00093%
317117,0.00093%
317222,0.00093%
331588,0.00093%
329596,0.00093%
301687,0.00093%
319049,0.00093%
21939,0.00093%
15714,0.00093%
319467,0.00093%
319289,0.00093%
20496,0.00093%
301825,0.00093%
269705,0.00093%
328758,0.00093%
269909,0.00093%
317742,0.00093%
321032,0.00093%
55640,0.00093%
331281,0.00093%
305536,0.00093%
20372,0.00093%
270797,0.00093%
331682,0.00093%
329391,0.00093%
317832,0.00093%
315039,0.00093%
331796,0.00093%
329681,0.00093%
330674,0.00093%
33651,0.00093%
333984,0.00093%
329193,0.00093%
331977,0.00093%
61737,0.00093%
332251,0.00093%
334349,0.00093%
28553,0.00093%
332178,0.00093%
319544,0.00093%
333794,0.00093%
318076,0.00093%
325697,0.00093%
321289,0.00093%
334162,0.00093%
331049,0.00093%
13877,0.00093%
14055,0.00093%
303382,0.00093%
319157,0.00093%
20826,0.00093%
315321,0.00093%
12015,0.00093%
295197,0.00093%
268102,0.00093%
332880,0.00093%
332158,0.00093%
56083,0.00093%
61668,0.00093%
312711,0.00093%
324431,0.00093%
4282,0.00093%
330096,0.00093%
331883,0.00093%
18986,0.00093%
269812,0.00093%
6454,0.00093%
21449,0.00093%
313677,0.00093%
15594,0.00093%
329847,0.00093%
326855,0.00093%
320795,0.00093%
64226,0.00093%
331108,0.00093%
330405,0.00093%
334258,0.00093%
325793,0.00093%
318035,0.00093%
314123,0.00093%
323952,0.00093%
16635,0.00093%
305894,0.00093%
330376,0.00093%
32600,0.00093%
32987,0.00093%
28616,0.00093%
269671,0.00093%
324873,0.00093%
323826,0.00093%
302167,0.00093%
314220,0.00093%
334264,0.00093%
317637,0.00093%
316408,0.00093%
21740,0.00093%
333138,0.00093%
326787,0.00093%
268048,0.00093%
33438,0.00093%
301475,0.00093%
308772,0.00093%
12551,0.00093%
328454,0.00093%
13700,0.00093%
64352,0.00093%
312112,0.00093%
62887,0.00093%
62780,0.00093%
328869,0.00093%
331587,0.00093%
326731,0.00093%
64333,0.00093%
302320,0.00093%
311928,0.00093%
316553,0.00093%
15964,0.00093%
15741,0.00093%
269693,0.00093%
314199,0.00093%
331170,0.00093%
321479,0.00093%
18506,0.00093%
325727,0.00093%
324841,0.00093%
18151,0.00093%
16232,0.00093%
15757,0.00093%
328931,0.00093%
305729,0.00093%
331852,0.00093%
316644,0.00093%
25793,0.00093%
324499,0.00093%
270533,0.00093%
327032,0.00093%
62481,0.00093%
327651,0.00093%
305959,0.00093%
16916,0.00093%
313937,0.00093%
59442,0.00093%
320553,0.00093%
319277,0.00093%
319630,0.00093%
18663,0.00093%
59822,0.00093%
324454,0.00093%
58042,0.00093%
308973,0.00093%
62226,0.00093%
32544,0.00093%
333072,0.00093%
307538,0.00093%
33624,0.00093%
59950,0.00093%
325646,0.00093%
270629,0.00093%
18162,0.00093%
62135,0.00093%
333513,0.00093%
330256,0.00093%
12536,0.00093%
17933,0.00093%
332500,0.00093%
334120,0.00093%
328391,0.00093%
330349,0.00093%
307580,0.00093%
314657,0.00093%
333268,0.00093%
318766,0.00093%
328267,0.00093%
308421,0.00093%
328786,0.00093%
16161,0.00093%
313317,0.00093%
20937,0.00093%
332956,0.00093%
329491,0.00093%
327734,0.00093%
15579,0.00093%
325264,0.00093%
13969,0.00093%
314010,0.00093%
33636,0.00093%
306120,0.00093%
329821,0.00093%
315171,0.00093%
323574,0.00093%
320197,0.00093%
325133,0.00093%
319238,0.00093%
309171,0.00093%
330838,0.00093%
30493,0.00093%
306228,0.00093%
316559,0.00093%
325624,0.00093%
59395,0.00093%
332250,0.00093%
326700,0.00093%
312057,0.00093%
301897,0.00093%
332469,0.00093%
25887,0.00093%
324912,0.00093%
16822,0.00093%
331693,0.00093%
309438,0.00093%
332641,0.00093%
330319,0.00093%
326567,0.00093%
332212,0.00093%
323794,0.00093%
24636,0.00093%
324008,0.00093%
306798,0.00093%
65123,0.00093%
307325,0.00093%
62741,0.00093%
333464,0.00093%
21738,0.00093%
318053,0.00093%
332527,0.00093%
65300,0.00093%
326610,0.00093%
18557,0.00093%
331657,0.00093%
332045,0.00093%
61477,0.00093%
318768,0.00093%
314520,0.00093%
332196,0.00093%
332121,0.00093%
64326,0.00093%
59641,0.00093%
319338,0.00093%
330391,0.00093%
21093,0.00093%
325233,0.00093%
309376,0.00093%
332519,0.00093%
333907,0.00093%
63234,0.00093%
320952,0.00093%
320933,0.00093%
271451,0.00093%
327112,0.00093%
57906,0.00093%
270450,0.00093%
319508,0.00093%
271036,0.00093%
21295,0.00093%
64523,0.00093%
329049,0.00093%
19162,0.00093%
20368,0.00093%
309344,0.00093%
26317,0.00093%
326024,0.00093%
331328,0.00093%
56179,0.00093%
333765,0.00093%
325675,0.00093%
324235,0.00093%
326756,0.00093%
332422,0.00093%
327215,0.00093%
319041,0.00093%
331912,0.00093%
21792,0.00093%
63973,0.00093%
16286,0.00093%
327751,0.00093%
314957,0.00093%
13633,0.00093%
324441,0.00093%
15495,0.00093%
13708,0.00093%
271256,0.00093%
321009,0.00093%
324684,0.00093%
305855,0.00093%
308793,0.00093%
267102,0.00093%
321247,0.00093%
312472,0.00093%
64002,0.00093%
331555,0.00093%
320018,0.00093%
59562,0.00093%
314009,0.00093%
316578,0.00093%
306456,0.00093%
317534,0.00093%
307435,0.00093%
328854,0.00093%
331226,0.00093%
324581,0.00093%
19800,0.00093%
307070,0.00093%
315425,0.00093%
16765,0.00093%
328064,0.00093%
330434,0.00093%
331160,0.00093%
332260,0.00093%
333020,0.00093%
33381,0.00093%
271096,0.00093%
330850,0.00093%
13596,0.00093%
57458,0.00093%
62406,0.00093%
307654,0.00093%
315258,0.00093%
28620,0.00093%
320341,0.00093%
266973,0.00093%
271150,0.00093%
318425,0.00093%
323736,0.00093%
14069,0.00093%
271502,0.00093%
331661,0.00093%
333971,0.00093%
308830,0.00093%
302479,0.00093%
326220,0.00093%
301425,0.00093%
65221,0.00093%
328214,0.00093%
319765,0.00093%
329403,0.00093%
324763,0.00093%
320212,0.00093%
327283,0.00093%
305408,0.00093%
59771,0.00093%
324490,0.00093%
310745,0.00093%
320004,0.00093%
331572,0.00093%
333088,0.00093%
33200,0.00093%
309661,0.00093%
326986,0.00093%
332077,0.00093%
64365,0.00093%
333850,0.00093%
332348,0.00093%
323595,0.00093%
328933,0.00093%
317287,0.00093%
325654,0.00093%
323680,0.00093%
63352,0.00093%
306396,0.00093%
332362,0.00093%
332619,0.00093%
309652,0.00093%
329552,0.00093%
321338,0.00093%
310284,0.00093%
328676,0.00093%
55915,0.00093%
55541,0.00093%
58085,0.00093%
318495,0.00093%
13898,0.00093%
323585,0.00093%
317905,0.00093%
319822,0.00093%
333254,0.00093%
329315,0.00093%
57908,0.00093%
333168,0.00093%
267384,0.00093%
312682,0.00093%
314791,0.00093%
20099,0.00093%
12557,0.00093%
320210,0.00093%
325704,0.00093%
324511,0.00093%
318809,0.00093%
301689,0.00093%
330534,0.00093%
21751,0.00093%
14512,0.00093%
332042,0.00093%
24574,0.00093%
59886,0.00093%
328930,0.00093%
33720,0.00093%
312257,0.00093%
318661,0.00093%
21098,0.00093%
61927,0.00093%
17890,0.00093%
327225,0.00093%
318149,0.00093%
333541,0.00093%
16649,0.00093%
3468,0.00093%
315955,0.00093%
267341,0.00093%
306447,0.00093%
269818,0.00093%
323726,0.00093%
22569,0.00093%
327431,0.00093%
13849,0.00093%
3555,0.00093%
4194,0.00093%
21345,0.00093%
333973,0.00093%
318054,0.00093%
56244,0.00093%
324070,0.00093%
316832,0.00093%
325073,0.00093%
321035,0.00093%
324664,0.00093%
20917,0.00093%
332149,0.00093%
328619,0.00093%
11587,0.00093%
65001,0.00093%
59871,0.00093%
270655,0.00093%
310429,0.00093%
307282,0.00093%
306959,0.00093%
329602,0.00093%
267651,0.00093%
326576,0.00093%
271122,0.00093%
301186,0.00093%
320764,0.00093%
312933,0.00093%
58081,0.00093%
13717,0.00093%
328331,0.00093%
324903,0.00093%
330759,0.00093%
323958,0.00093%
269929,0.00093%
15535,0.00093%
13377,0.00093%
326205,0.00093%
13812,0.00093%
61934,0.00093%
18426,0.00093%
324917,0.00093%
332663,0.00093%
19363,0.00093%
329741,0.00093%
324531,0.00093%
317408,0.00093%
318414,0.00093%
13752,0.00093%
328884,0.00093%
326126,0.00093%
325919,0.00093%
268297,0.00093%
326612,0.00093%
325227,0.00093%
332826,0.00093%
308956,0.00093%
309766,0.00093%
332528,0.00093%
333897,0.00093%
330078,0.00093%
331335,0.00093%
57688,0.00093%
62248,0.00093%
28422,0.00093%
16288,0.00093%
311867,0.00093%
331159,0.00093%
303339,0.00093%
318378,0.00093%
17963,0.00093%
32863,0.00093%
320253,0.00093%
269589,0.00093%
327714,0.00093%
321062,0.00093%
324521,0.00093%
333110,0.00093%
58344,0.00093%
324359,0.00093%
57727,0.00093%
57793,0.00093%
332287,0.00093%
331228,0.00093%
332536,0.00093%
332992,0.00093%
327737,0.00093%
332513,0.00093%
22449,0.00093%
301879,0.00093%
324643,0.00093%
330899,0.00093%
333315,0.00093%
305700,0.00093%
333295,0.00093%
269622,0.00093%
319379,0.00093%
330351,0.00093%
324860,0.00093%
330380,0.00093%
332957,0.00093%
329634,0.00093%
21308,0.00093%
2968,0.00093%
56200,0.00093%
317860,0.00093%
20469,0.00093%
312699,0.00093%
320310,0.00093%
319833,0.00093%
333654,0.00093%
21924,0.00093%
319020,0.00093%
15931,0.00093%
324943,0.00093%
326111,0.00093%
333707,0.00093%
28413,0.00093%
320935,0.00093%
319641,0.00093%
320138,0.00093%
309493,0.00093%
7233,0.00093%
334407,0.00093%
16569,0.00093%
327835,0.00093%
309667,0.00093%
302501,0.00077%
266761,0.00077%
321033,0.00077%
320269,0.00077%
326476,0.00077%
306017,0.00077%
267593,0.00077%
306723,0.00077%
323891,0.00077%
20061,0.00077%
317808,0.00077%
329419,0.00077%
309188,0.00077%
25847,0.00077%
326326,0.00077%
325573,0.00077%
312323,0.00077%
18736,0.00077%
319665,0.00077%
310682,0.00077%
64794,0.00077%
313228,0.00077%
302108,0.00077%
319411,0.00077%
325096,0.00077%
11903,0.00077%
267226,0.00077%
305706,0.00077%
333461,0.00077%
330872,0.00077%
329697,0.00077%
329397,0.00077%
331384,0.00077%
16404,0.00077%
316428,0.00077%
310198,0.00077%
312651,0.00077%
319858,0.00077%
324265,0.00077%
308780,0.00077%
268509,0.00077%
307286,0.00077%
32895,0.00077%
305234,0.00077%
309319,0.00077%
324346,0.00077%
305310,0.00077%
330902,0.00077%
332361,0.00077%
329295,0.00077%
333832,0.00077%
325811,0.00077%
56303,0.00077%
327139,0.00077%
329628,0.00077%
302605,0.00077%
33579,0.00077%
330260,0.00077%
332730,0.00077%
305961,0.00077%
320799,0.00077%
13615,0.00077%
328655,0.00077%
301770,0.00077%
326596,0.00077%
326572,0.00077%
64122,0.00077%
318606,0.00077%
302411,0.00077%
328124,0.00077%
18091,0.00077%
319007,0.00077%
327824,0.00077%
323737,0.00077%
302525,0.00077%
301844,0.00077%
301948,0.00077%
25596,0.00077%
21053,0.00077%
324153,0.00077%
305885,0.00077%
314860,0.00077%
333364,0.00077%
325590,0.00077%
323757,0.00077%
328564,0.00077%
330173,0.00077%
331505,0.00077%
57763,0.00077%
325846,0.00077%
326043,0.00077%
270328,0.00077%
328332,0.00077%
330249,0.00077%
327853,0.00077%
267532,0.00077%
332214,0.00077%
22600,0.00077%
270150,0.00077%
266759,0.00077%
271244,0.00077%
302567,0.00077%
329080,0.00077%
317804,0.00077%
302124,0.00077%
309369,0.00077%
332652,0.00077%
333068,0.00077%
324629,0.00077%
306849,0.00077%
327105,0.00077%
305348,0.00077%
18244,0.00077%
268089,0.00077%
321218,0.00077%
308034,0.00077%
324510,0.00077%
6752,0.00077%
18119,0.00077%
317922,0.00077%
333647,0.00077%
307679,0.00077%
325052,0.00077%
323719,0.00077%
12941,0.00077%
302465,0.00077%
301395,0.00077%
319675,0.00077%
320893,0.00077%
325600,0.00077%
12137,0.00077%
16775,0.00077%
308297,0.00077%
317853,0.00077%
324196,0.00077%
309896,0.00077%
320646,0.00077%
326734,0.00077%
305397,0.00077%
308373,0.00077%
322267,0.00077%
333924,0.00077%
270887,0.00077%
301353,0.00077%
319099,0.00077%
328544,0.00077%
20437,0.00077%
65154,0.00077%
318541,0.00077%
319009,0.00077%
324923,0.00077%
320291,0.00077%
13995,0.00077%
57540,0.00077%
306738,0.00077%
316604,0.00077%
316627,0.00077%
267467,0.00077%
270840,0.00077%
324501,0.00077%
270307,0.00077%
317064,0.00077%
318814,0.00077%
332505,0.00077%
25783,0.00077%
17690,0.00077%
